% For a more comprehensive dataset with many more features check out the "Yacht/Motorboat Pricing Data (10,000+ listings)" dataset.
% Link below:
% https://www.kaggle.com/artemkorottchenko/large-boatyacht-pricing-dataset
% Context
% What are the most important features in determining the price of a new or used aircraft? Is it the aircraft type? Year? Manufacturer? Other characteristics? 
% This is one of many questions regarding the used/new aircraft markets I hope to answer with this dataset. 
% The dataset contains over 2000 aircraft that are for sale around the world. The data was scraped during July of 2020.
% Content
% The data was scraped from various websites using the Scrapy framework for Python. 
% Scrapy script:
% https://github.com/akorott/Aircraft-Scrapy-Script.git
% Content scraped:
%
% New/Used
% Price  
% Currency (USD, EUR, GBP)
% Category
% Year
% Make
% Model
% Location
% Serial number
% Registration number
% Total hours
% Engine 1 hours 
% Engine 2 hours 
% Prop 1 hours
% Prop 2 hours
% Total Seats
% Flight Rules
% National Origin
%
% Keep in mind that the data was scraped from 2 different sources. Some of the data (New/Used, Engine 1 hours, Engine 2 hours, Prop 1 hours, Prop 2 hours, Total Seats, Flight Rules) was only easily accessible on one source, thus is missing for part of the dataset. 
% FAQ
% Flight Rules: Visual Flight Rules (VFR) VS Instrument Flight Rules (IFR). In a nutshell, an aircraft equipped with IFR is one where a pilot can fully navigate an aircraft using instruments in the cockpit. Any aircraft flying over 18,000 feet, by law, has to be equipped with IFR equipment.
% BTH - Beyond the Horizon - according to my research, BTH means that an aircraft is equipped with a radar, but doesn't fully meet IFR criteria.
% VFR - (https://en.wikipedia.org/wiki/Visual_flight_rules)
% IFR - (https://en.wikipedia.org/wiki/Instrument_flight_rules)
% Some of the acronyms used within total hours, engine 1, engine 2, prop 1, prop 2 columns:
% SMOH - Since major overhaul
% SNEW - Since new
% SPOH - Since prop overhaul
% SFOH - Since factory overhaul (more reliable)
% SOH - Since overhaul
% STOH - Since top overhaul
% SFRM - Since factory re-manufactured
% Thank you for checking out this dataset and happy kaggling!  
@RELATION Aircraft-Pricing-Dataset

@ATTRIBUTE Condition STRING
@ATTRIBUTE Price STRING
@ATTRIBUTE Currency STRING
@ATTRIBUTE Category STRING
@ATTRIBUTE Year STRING
@ATTRIBUTE Make STRING
@ATTRIBUTE Model STRING
@ATTRIBUTE Location STRING
@ATTRIBUTE S/N STRING
@ATTRIBUTE REG STRING
@ATTRIBUTE Total_Hours STRING
@ATTRIBUTE Engine_1_Hours STRING
@ATTRIBUTE Engine_2_Hours STRING
@ATTRIBUTE Prop_1_Hours STRING
@ATTRIBUTE Prop_2_Hours STRING
@ATTRIBUTE Total_Seats REAL
@ATTRIBUTE Flight_Rules STRING
@ATTRIBUTE National_Origin STRING

@DATA
?,'Price: USD 3,950,000',?,'Turbine Helicopters',-,'BELL TEXTRON',412EP,'Asia, Singapore',36464,VH-NPV,'5,204',?,?,?,?,?,?,'United States'
?,'Price: USD 3,950,000',?,'Private Jets',2011,'Hawker Beechcraft',900XP,'Europe, England, United Kingdom',186,-,'3,975',?,?,?,?,?,?,'United States'
?,'Price: USD 3,950,000',?,'Private Jets',2001,'Bombardier Challenger',604,'North America + Canada, United States - MD',5504,N604RR,8167,?,?,?,?,?,?,Canada
?,'Price: USD 3,995,000',?,'Private Jets',2008,'Hawker Beechcraft',900XP,'North America + Canada, United States - MD','HA-0065  ',N819JP,3503,?,?,?,?,?,?,'United States'
?,'Price: USD 4,100,000',?,'Turbine Helicopters',-,Agusta,AW109SP,'Europe, Austria',22291,OE-XHU,1092,?,?,?,?,?,?,Italy
?,'Price: USD 4,395,000',?,'Private Jets',2009,'GULFSTREAM AIRSPACE',G200,'North America + Canada, United States - MD',226,N831BG,5961,?,?,?,?,?,?,'United States'
?,'Price: USD 4,300,000',?,Turboprops,2017,PILATUS,PC-12/47,'Europe, Germany',1689,D-FLUR,821,?,?,?,?,?,?,Switzerland
?,'Price: USD 3,795,000',?,'Private Jets',2009,'Hawker Beechcraft',4000,'North America + Canada, United States - CO',RC-28,N979TM,'2,375.50',?,?,?,?,?,?,'United States'
?,'Price: USD 3,750,000',?,Turboprops,2014,PILATUS,'PC-12 NG','Europe, Germany',1487,D-FLAT,1850,?,?,?,?,?,?,Switzerland
?,'Price: USD 3,550,000',?,'Private Jets',2009,'Hawker Beechcraft',4000,'North America + Canada, United States - NY',RC-16,N9930,4181,?,?,?,?,?,?,'United States'
?,'Price: 3,500,000',EUR,'Turbine Helicopters',2012,'AIRBUS HELICOPTERS','AS 355NP','Europe, Russian Federation',5799,RA-07253,91,?,?,?,?,?,?,EU
?,'Price: USD 3,575,000',?,'Private Jets',2007,CESSNA,'CITATION CJ3','Europe, Austria',S/N525B-0135,OE-GRA,2.9,?,?,?,?,?,?,'United States'
?,'Price: USD 3,000,000',?,'Turbine Helicopters',2013,Agusta,AW109SP,'Europe, Russian Federation',22314,RA-01986,620,?,?,?,?,?,?,Italy
?,'Price: USD 3,095,000',?,'Turbine Helicopters',2015,'BELL TEXTRON',407GXP,'North America + Canada, United States - FL',54641,TG-PJO,762.5,?,?,?,?,?,?,'United States'
?,'Price: USD 3,095,000',?,'Private Jets',2001,CESSNA,'CITATION EXCEL','North America + Canada, United States - NC',560-5174,N624WP,'5,147.40',?,?,?,?,?,?,'United States'
?,'Price: USD 3,195,000',?,'Private Jets',2010,'Bombardier Learjet',45XR,'North America + Canada, United States - IL',406,N821LC,4230,?,?,?,?,?,?,Canada
?,'Price: USD 3,250,000',?,'Private Jets',1997,'DASSAULT AVIATION',2000,'North America + Canada, United States - CA',41,N214LD,'9,295.50',?,?,?,?,?,?,France
?,'Price: USD 3,200,000',?,'Private Jets',1993,'Bombardier Challenger',601-3AER,'North America + Canada, United States - NE',5128,-,'3,717.30',?,?,?,?,?,?,Canada
?,'Price: USD 3,250,000',?,'Private Jets',2008,'Hawker Beechcraft',4000,'North America + Canada, United States - NY',RC-11,N1119K,'4,045',?,?,?,?,?,?,'United States'
?,'Price: USD 3,295,000',?,'Private Jets',2007,'GULFSTREAM AIRSPACE',G150,'North America + Canada, United States - TX',221,N532GP,'4,095',?,?,?,?,?,?,'United States'
?,'Price: USD 3,300,000',?,'Turbine Helicopters',2008,'AIRBUS HELICOPTERS','EC 135P2+','Europe, Russian Federation',720,RA-04075,2030,?,?,?,?,?,?,EU
?,'Price: USD 3,350,000',?,'Private Jets',2007,CESSNA,'CITATION CJ3','Europe, Netherlands',158,-,5263,?,?,?,?,?,?,'United States'
?,'Price: USD 3,399,000',?,Turboprops,2012,PILATUS,'PC-12 NG','North America + Canada, United States - MN',1376,-,'2,576',?,?,?,?,?,?,Switzerland
?,'Price: USD 3,400,000',?,'Private Jets',2001,'DASSAULT AVIATION',50EX,'Europe, France',306,9H-CGH,5775:35:00,?,?,?,?,?,?,France
?,'Price: USD 3,495,000',?,'Private Jets',2000,'GULFSTREAM AIRSPACE',G200,'North America + Canada, United States - AR',18,N917DP,4627,?,?,?,?,?,?,'United States'
?,'Price: USD 3,495,000',?,'Private Jets',2009,'Bombardier Learjet',45XR,'North America + Canada, United States - MD',387,N325PT,4366,?,?,?,?,?,?,Canada
?,'Price: USD 3,450,000',?,'Private Jets',1992,'GULFSTREAM AIRSPACE',IV,'North America + Canada, United States - CA',1191,N403TB,10728,?,?,?,?,?,?,'United States'
?,'Price: USD 3,495,000',?,'Turbine Helicopters',2019,Leonardo,AW119Kx,'South America, Chile',14963,CC-DDR,100,?,?,?,?,?,?,Italy
?,'Price: 4,450,000',GBP,'Turbine Helicopters',2012,'BELL TEXTRON',429,'North America + Canada, Mexico',57082,-,2209,?,?,?,?,?,?,'United States'
?,'Price: USD 3,300,000',?,Military/Classic/Vintage,1942,'MITSUBISHI HEAVY INDUSTRIES','A6M3 ZERO','North America + Canada, United States - CA',3858,N553TT,200,'200hrs SMOH',?,?,?,?,?,Japan
?,'Price: USD 3,000,000',?,Turboprops,1999,BEECHCRAFT,1900D,'Asia, Indonesia',UE-364,-,9509.9,?,?,?,?,?,?,'United States'
?,'Price: USD 2,700,000',?,'Turbine Helicopters',2012,'BELL TEXTRON',407,'Africa, South Africa',-,-,300,?,?,?,?,?,?,'United States'
?,'Price: USD 2,725,000',?,'Turbine Helicopters',2009,Agusta,'A109S Grand','North America + Canada, United States - IL',-,-,633,?,?,?,?,?,?,Italy
?,'Price: USD 2,700,000',?,Turboprops,2019,CESSNA,'Grand Caravan EX','North America + Canada',208B-5553,N823CT,5.9,?,?,?,?,?,?,'United States'
?,'Price: USD 2,750,000',?,'Turbine Helicopters',2017,AIRBUS,H125,'Africa, South Africa',-,-,210,?,?,?,?,?,?,EU
?,'Price: USD 2,790,000',?,'Private Jets',2019,CIRRUS,'Vision SF50','North America + Canada, United States - DE',96,N178FA,364,?,?,?,?,?,?,'United States'
?,'Price: USD 2,700,000',?,'Turbine Helicopters',-,'BELL TEXTRON',412EP,'North America + Canada, United States - TX',36428,-,4635,?,?,?,?,?,?,'United States'
?,'Price: USD 2,695,000',?,'Private Jets',2001,CESSNA,'CITATION X','North America + Canada, United States - MD',750-0161,N232CF,4490,?,?,?,?,?,?,'United States'
?,'Price: USD 2,795,000',?,'Private Jets',2019,CIRRUS,'Vision SF50','North America + Canada, United States - NC',124,N503DL,320,?,?,?,?,?,?,'United States'
?,'Price: USD 2,795,000',?,'Private Jets',2019,CIRRUS,'Vision SF50','North America + Canada, United States - FL',126,N626RF,110,?,?,?,?,?,?,'United States'
?,'Price: USD 2,800,000',?,'Turbine Helicopters',2006,Agusta,'AW109S Grand','Australia  NZ, Australia',22025,VH-XPB,'1,375 Flight Hours (approx.)',?,?,?,?,?,?,Italy
?,'Price: USD 2,800,000',?,Turboprops,2007,BEECHCRAFT,'King Air 350','South America, Brazil',FL-541,-,1.978,?,?,?,?,?,?,'United States'
?,'Price: USD 2,925,000',?,'Private Jets',2007,CESSNA,'CITATION CJ2+','North America + Canada, United States - CO',525A-0360,-,3790,?,?,?,?,?,?,'United States'
?,'Price: USD 2,950,000',?,'Private Jets',1987,'DASSAULT AVIATION',900B,'North America + Canada, United States - MD',11,N91CJ,'11,425',?,?,?,?,?,?,France
?,'Price: USD 2,995,000',?,'Private Jets',2001,CESSNA,'CITATION X','North America + Canada, United States - MD',750-0154,N8JC,2561,?,?,?,?,?,?,'United States'
?,'Price: USD 2,995,000',?,Turboprops,2011,PILATUS,PC-12/47,'North America + Canada, United States - MS',1261,N261PE,'5,135',?,?,?,?,?,?,Switzerland
?,'Price: USD 3,000,000',?,'Private Jets',1994,'GULFSTREAM AIRSPACE',IVSP,'North America + Canada, United States - CA',1233,-,12050,?,?,?,?,?,?,'United States'
?,'Price: 2,690,000',EUR,'Turbine Helicopters',2017,AIRBUS,H130,'Europe, Sweden',8398,SE-JVG,45,?,?,?,?,?,?,EU
?,'Price: USD 2,950,000',?,'Private Jets',2005,CESSNA,'CITATION CJ3','North America + Canada, United States - IN','525B - 0006',N525DE,-,?,?,?,?,?,?,'United States'
?,'Price: USD 2,950,000',?,'Turbine Helicopters',-,'Sikorsky Aircraft',S-76C++,'North America + Canada, Canada',760710,D-HMGX,1305,?,?,?,?,?,?,'United States'
?,'Price: USD 2,595,000',?,'Private Jets',2006,'Bombardier Learjet',45XR,'North America + Canada, United States - TX',45-315,N437PJ,9030,?,?,?,?,?,?,Canada
?,'Price: USD 2,600,000',?,Turboprops,1992,BEECHCRAFT,1900C,'Africa, South Africa',-,-,24223.1,?,?,?,?,?,?,'United States'
?,'Price: USD 2,650,000',?,Turboprops,2014,'LET KUNOVICE',L-410,'Africa, South Africa',-,-,2544.5,?,?,?,?,?,?,'Czech Republic'
?,'Price: USD 2,675,000',?,'Private Jets',2007,CESSNA,'CITATION CJ2+','North America + Canada, United States',370,N370RP,1535,?,?,?,?,?,?,'United States'
?,'Price: USD 2,650,000',?,Turboprops,2014,'LET KUNOVICE',L-410,'Africa, South Africa',-,-,1891,?,?,?,?,?,?,'Czech Republic'
?,'Price: USD 2,350,000',?,Turboprops,1997,BEECHCRAFT,1900D,'North America + Canada, United States - FL',UE-258,N258AW,'10,871',?,?,?,?,?,?,'United States'
?,'Price: USD 2,350,000',?,'Turbine Helicopters',2012,'BELL TEXTRON',407,'Africa, South Africa',-,-,384,?,?,?,?,?,?,'United States'
?,'Price: USD 2,400,000',?,'Private Jets',2014,EMBRAER,'Phenom 100E','North America + Canada, United States - NE',329,-,1300,?,?,?,?,?,?,Brazil
?,'Price: 2,400,000',EUR,'Turbine Helicopters',2017,AIRBUS,H130,'Europe, Norway',8355,LN-OPK,515,?,?,?,?,?,?,EU
?,'Price: USD 2,400,000',?,'Private Jets',2006,'Hawker Beechcraft',850XP,'Europe, Russian Federation',258755,OE-GVB,'3,181:57',?,?,?,?,?,?,'United States'
?,'Price: USD 2,450,000',?,'Private Jets',1997,CESSNA,'CITATION X','North America + Canada, United States - FL',750-0029,N729VP,'13,875',?,?,?,?,?,?,'United States'
?,'Price: USD 2,450,000',?,Turboprops,2014,CESSNA,'Caravan 208B Grand','Africa, South Africa',-,-,1804,?,?,?,?,?,?,'United States'
?,'Price: USD 2,490,000',?,'Turbine Helicopters',2009,'BELL TEXTRON',407,'Europe, Sweden',53878,SE-JNK,945,?,?,?,?,?,?,'United States'
?,'Price: USD 2,495,000',?,'Private Jets',2010,CESSNA,'CITATION CJ1+','North America + Canada, United States - TX',525-0698,N619TC,1222,?,?,?,?,?,?,'United States'
?,'Price: USD 2,495,000',?,'Private Jets',2004,'Bombardier Learjet',45XR,'North America + Canada, Canada',45-239,C-GJCY,4232,?,?,?,?,?,?,Canada
?,'Price: USD 2,500,000',?,Turboprops,-,BEECHCRAFT,'King Air B200GT','North America + Canada, United States - OR',BY10,N792BP,3687,?,?,?,?,?,?,'United States'
?,'Price: USD 2,495,000',?,'Private Jets',2009,'Hawker Beechcraft',750,'North America + Canada, United States - FL',HB-28,N752NS,'2,093 hrs',?,?,?,?,?,?,'United States'
?,'Price: USD 2,500,000',?,'Turbine Helicopters',2011,'BELL TEXTRON',407,'Europe, Belgium',54315,-,1350,?,?,?,?,?,?,'United States'
?,'Price: USD 2,550,000',?,'Private Jets',2007,'Bombardier Learjet',45XR,'North America + Canada, United States - CO',45-346,N385MH,'9,046.54',?,?,?,?,?,?,Canada
?,'Price: 2,320,000',EUR,'Turbine Helicopters',2017,AIRBUS,H130,'Europe, Norway',8352,LN-OPJ,875,?,?,?,?,?,?,EU
?,'Price: USD 2,450,000',?,'Private Jets',2002,CESSNA,'CITATION CJ2','Europe, Switzerland',-,-,3585,?,?,?,?,?,?,'United States'
?,'Price: USD 1,995,000',?,'Private Jets',2017,CIRRUS,'Vision SF50','North America + Canada, United States - TN',24,N993KG,430,?,?,?,?,?,?,'United States'
?,'Price: USD 1,995,000',?,Turboprops,2002,BEECHCRAFT,'King Air B200','North America + Canada, United States - TN',BB-1786,N202FF,2725,?,?,?,?,?,?,'United States'
?,'Price: USD 1,995,000',?,'Private Jets',2012,EMBRAER,'Phenom 100','North America + Canada, Mexico',50000272,XA-TPA,'1,733',?,?,?,?,?,?,Brazil
?,'Price: USD 1,999,000',?,'Turbine Helicopters',2013,'AIRBUS HELICOPTERS','AS 350B-2','North America + Canada, United States - TX',7417,N259MV,205,?,?,?,?,?,?,EU
?,'Price: USD 2,095,000',?,'Private Jets',2001,'Bombardier Learjet',60,'North America + Canada, United States - FL',' 60-232',' N211BD',6774,?,?,?,?,?,?,Canada
?,'Price: USD 2,100,000',?,Military/Classic/Vintage,2016,Junkers,F13,'Europe, Switzerland',13-001,HB-RIM,161:50:00,?,?,?,?,?,?,Germany
?,'Price: USD 2,100,000',?,'Private Jets',2014,EMBRAER,'Phenom 100E','Europe, Germany',-,-,1300,?,?,?,?,?,?,Brazil
?,'Price: USD 2,100,000',?,'Turbine Helicopters',2011,'BELL TEXTRON','206L 4','North America + Canada, United States - FL',52420,N206FC,311,?,?,?,?,?,?,'United States'
?,'Price: USD 2,150,000',?,'Private Jets',1999,CESSNA,'CITATION X','North America + Canada, United States - IL',750-0101,N711VJ,4100,?,?,?,?,?,?,'United States'
?,'Price: USD 2,175,000',?,Turboprops,1991,BEECHCRAFT,'King Air 350','North America + Canada, United States',FL-43,N5626Y,7542,?,?,?,?,?,?,'United States'
?,'Price: USD 2,195,000',?,'Private Jets',2002,CESSNA,'CITATION ENCORE','North America + Canada, United States - MD',598,-,6698,?,?,?,?,?,?,'United States'
?,'Price: USD 2,200,000',?,Turboprops,2002,BEECHCRAFT,'King Air 350','Europe, England, United Kingdom',FL-356,2-KAKA,3674,?,?,?,?,?,?,'United States'
?,'Price: USD 2,200,000',?,Turboprops,2015,CESSNA,'Grand Caravan EX','Europe, Turkey',-,TC-REY,350,?,?,?,?,?,?,'United States'
?,'Price: USD 2,295,000',?,'Private Jets',2002,CESSNA,'CITATION EXCEL','Europe, England, United Kingdom',560-5247,G-CIEL,7787,?,?,?,?,?,?,'United States'
?,'Price: 2,250,000',EUR,Military/Classic/Vintage,1940,HAWKER,'Hurricane MK IIA','Europe, France',P3351,F-AZXR,130,'130 TTSO',?,?,?,?,?,Britain
?,'Price: USD 2,295,000',?,'Private Jets',1995,'GULFSTREAM AIRSPACE',IVSP,'North America + Canada, United States - CA',1262,N432HC,15651,'348 TSOH','348 TSOH',?,?,?,?,'United States'
?,'Price: USD 2,295,000',?,'Private Jets',1995,'Bombardier Challenger',601-3R,'North America + Canada, United States - IL',5174,N276GR,7298.6,?,?,?,?,?,?,Canada
?,'Price: 2,300,000',EUR,'Turbine Helicopters',2015,AIRBUS,H125,'Africa, South Africa',-,-,465,?,?,?,?,?,?,EU
?,'Price: USD 2,000,000',?,'Turbine Helicopters',1997,'BELL TEXTRON',407,'South America, Venezuela',53189,YV2322,'362,3',?,?,?,?,?,?,'United States'
?,'Price: 1,950,000',EUR,Turboprops,2001,BEECHCRAFT,'King Air 350','Europe, Germany',FL-322,D-CCAM,3054,?,?,?,?,?,?,'United States'
?,'Price: USD 1,950,000',?,'Private Jets',1990,'GULFSTREAM AIRSPACE',IV,'North America + Canada, United States - NC',1144,N41SC,'8,274.10',?,?,?,?,?,?,'United States'
?,'Price: USD 1,750,000',?,Turboprops,1998,BEECHCRAFT,'King Air 350','North America + Canada, United States - TX',FL-0203,-,-,?,?,?,?,?,?,'United States'
?,'Price: 1,750,000',EUR,'Turbine Helicopters',2004,Agusta,'A119 Koala','Europe, Sweden',14036,SP-KMO,2985,?,?,?,?,?,?,Italy
?,'Price: USD 1,795,000',?,'Private Jets',2010,EMBRAER,'Phenom 100','North America + Canada, United States - TX',50000035,C-FLIX,3290,?,?,?,?,?,?,Brazil
?,'Price: USD 1,775,000',?,'Private Jets',2010,CESSNA,'CITATION MUSTANG','North America + Canada, United States',510-0354,N510KF,2573,?,?,?,?,?,?,'United States'
?,'Price: USD 1,800,000',?,Turboprops,2007,'PIAGGIO AERO','P-180 Avanti II','North America + Canada, United States - TN',1145,N111ZZ,2500,?,?,?,?,?,?,Italy
?,'Price: USD 1,895,000',?,'Turbine Helicopters',2007,Agusta,'AW109S Grand','Europe, England, United Kingdom',22050,G-MIHD,2700,?,?,?,?,?,?,Italy
?,'Price: USD 1,900,000',?,'Private Jets',2018,CIRRUS,'Vision SF50','North America + Canada, United States - NC',36,N344PV,525,?,?,?,?,?,?,'United States'
?,'Price: USD 1,900,000',?,'Private Jets',2018,CIRRUS,'Vision SF50','North America + Canada, United States - CA',53,N48HS,290,?,?,?,?,?,?,'United States'
?,'Price: USD 1,900,000',?,'Private Jets',2018,CIRRUS,'Vision SF50','North America + Canada, United States - CA',52,N559BK,357,?,?,?,?,?,?,'United States'
?,'Price: USD 1,900,000',?,Turboprops,1991,BEECHCRAFT,'King Air 350','North America + Canada, United States - FL',FL-38,' N46WD                        ',7585,?,?,?,?,?,?,'United States'
?,'Price: USD 1,950,000',?,'Private Jets',2009,EMBRAER,'Phenom 100','North America + Canada, United States - IN',50000022,N522EP,2649,?,?,?,?,?,?,Brazil
?,'Price: 1,950,000',EUR,Military/Classic/Vintage,1945,SUPERMARINE,'Spitfire MKXVIII','Europe, Germany',TP280,D-FSPT,-,?,?,?,?,?,?,Britain
?,'Price: USD 1,950,000',?,'Turbine Helicopters',2000,'AIRBUS HELICOPTERS','EC 155B','North America + Canada, United States - IL',-,-,2306,?,?,?,?,?,?,EU
?,'Price: 1,990,000',EUR,'Turbine Helicopters',2002,'AIRBUS HELICOPTERS','EC 135P2','Europe, Spain',235,CS-HIN,1100,?,?,?,?,?,?,EU
?,'Price: USD 1,990,000',?,Turboprops,2017,'QUEST AIRCRAFT','Kodiak 100','Europe, Germany',-,-,409,?,?,?,?,?,?,'United States'
?,'Price: USD 1,895,000',?,Turboprops,2005,BEECHCRAFT,'King Air B200','North America + Canada, United States - TX',' BB-1889 ',N380JP,'3,136',?,?,?,?,?,?,'United States'
?,'Price: USD 1,749,000',?,'Private Jets',2002,'Bombardier Learjet',60,'North America + Canada, United States - ND',255,N160RJ,6784,?,?,?,?,?,?,Canada
?,'Price: USD 1,750,000',?,'Single Piston',2010,CESSNA,'Turbo 206H Stationair','North America + Canada, United States - AZ',T206-08989,N535EM,844.8,?,?,?,?,?,?,'United States'
?,'Price: USD 1,725,000',?,Turboprops,2006,CESSNA,'Caravan 208','North America + Canada, United States - MN',20800402,N887ME,2228,?,?,?,?,?,?,'United States'
?,'Price: USD 1,600,000',?,'Private Jets',2000,CESSNA,'CITATION BRAVO','Africa, South Africa',-,-,5019,?,?,?,?,?,?,'United States'
?,'Price: 1,600,000',EUR,Military/Classic/Vintage,-,HAWKER,'Sea Fury FB MK11','Europe, France',37733,F-AZXJ,-,?,?,?,?,?,?,Britain
?,'Price: USD 1,600,000',?,'Turbine Helicopters',1994,'AIRBUS HELICOPTERS','AS 365N-2','North America + Canada, United States - IL',-,-,2213,?,?,?,?,?,?,EU
?,'Price: USD 1,600,000',?,Turboprops,2007,CESSNA,'Caravan 208','North America + Canada, United States - MN',20800413,N984JD,-,?,?,?,?,?,?,'United States'
?,'Price: USD 1,650,000',?,Turboprops,1990,BEECHCRAFT,'King Air 350','North America + Canada, United States',FL-22,'N350BB ',6066,?,?,?,?,?,?,'United States'
?,'Price: USD 1,650,000',?,Turboprops,1989,BEECHCRAFT,'King Air B200','Africa, South Africa',-,-,9252.3,?,?,?,?,?,?,'United States'
?,'Price: USD 1,650,000',?,'Turbine Helicopters',1980,'BELL TEXTRON',212,'South America, Brazil',31132,-,29703,?,?,?,?,?,?,'United States'
?,'Price: USD 1,650,000',?,'Turbine Helicopters',2008,Agusta,'AW119 KE Koala','Africa, South Africa',-,-,2109.24,?,?,?,?,?,?,Italy
?,'Price: USD 1,650,000',?,'Turbine Helicopters',1972,'BELL TEXTRON',205,Asia,30109,-,'7,688',?,?,?,?,?,?,'United States'
?,'Price: 1,690,000',EUR,'Turbine Helicopters',2016,AIRBUS,H125,'Europe, Norway',8259,LN-OPD,1950,?,?,?,?,?,?,EU
?,'Price: USD 1,695,000',?,Turboprops,1982,BEECHCRAFT,'King Air B200','North America + Canada, United States - IA',BB-942,N4QL,'10,571.40',?,?,?,?,?,?,'United States'
?,'Price: 1,695,000',GBP,'Turbine Helicopters',2003,'BELL TEXTRON',407,'Africa, South Africa',-,-,1850,?,?,?,?,?,?,'United States'
?,'Price: USD 1,695,000',?,'Private Jets',2005,'Bombardier Learjet',40XR,'North America + Canada, United States - TX',45-2027,N116PJ,7763,?,?,?,?,?,?,Canada
?,'Price: USD 1,695,000',?,'Private Jets',2004,'Hawker Beechcraft',800XP,'North America + Canada, United States - FL',258676,N676GH,5295.4,?,?,?,?,?,?,'United States'
?,'Price: USD 1,695,000',?,Turboprops,2016,'PIPER AIRCRAFT',M500,'North America + Canada, United States - TX',4697610,N867DM,270,?,?,?,?,?,?,'United States'
?,'Price: USD 1,645,000',?,'Private Jets',1999,CESSNA,'CITATION ULTRA','North America + Canada, United States - ID',560-0503,N204BG,5977.8,?,?,?,?,?,?,'United States'
?,'Price: USD 1,595,000',?,Turboprops,2008,BEECHCRAFT,'King Air C90GTi','North America + Canada, United States - MN',' LJ-1871',N20GT,'1,750',?,?,?,?,?,?,'United States'
?,'Price: USD 1,850,000',?,'Private Jets',2007,'Bombardier Learjet',40XR,'North America + Canada, United States - TX',45-2076,N618PJ,7336,?,?,?,?,?,?,Canada
?,'Price: USD 1,595,000',?,'Private Jets',2002,'Hawker Beechcraft',800XP,'North America + Canada, United States - MD',258578,N406TM,'10,169',?,?,?,?,?,?,'United States'
?,'Price: USD 1,500,000',?,'Turbine Helicopters',2008,'AIRBUS HELICOPTERS','AS 350B-2','South America, Brazil',-,-,1456,?,?,?,?,?,?,EU
?,'Price: USD 1,495,000',?,Turboprops,2015,'PIPER AIRCRAFT',M500,'North America + Canada, United States - FL',4697601,N825LP,980,?,?,?,?,?,?,'United States'
?,'Price: USD 1,475,000',?,'Private Jets',2003,CESSNA,'CITATION CJ1','Europe, Austria',525-0522,T7-FMS,'2.600 hours since new',?,?,?,?,?,?,'United States'
?,'Price: USD 1,475,000',?,'Turbine Helicopters',1987,'BELL TEXTRON',412,'Europe, Norway',25504,SE-JUG,6575,?,?,?,?,?,?,'United States'
?,'Price: USD 1,490,000',?,'Turbine Helicopters',2015,'AIRBUS HELICOPTERS','AS 350B-2','Africa, Nigeria',8008,-,1277,?,?,?,?,?,?,EU
?,'Price: USD 1,495,000',?,Turboprops,2000,BEECHCRAFT,'King Air B200','Europe, Monaco',BB-1701,YI-ASD,5.198,?,?,?,?,?,?,'United States'
?,'Price: USD 1,495,000',?,'Private Jets',2001,'Bombardier Learjet',45,Europe,45-167,G-OICU,8046,?,?,?,?,?,?,Canada
?,'Price: USD 1,495,000',?,'Private Jets',1998,CESSNA,'CITATION VII','North America + Canada, United States - TX',650-7082,N773HA,'8,703',?,?,?,?,?,?,'United States'
?,'Price: 1,495,000',GBP,'Turbine Helicopters',1999,'BELL TEXTRON',430,'Africa, South Africa',-,-,3840,?,?,?,?,?,?,'United States'
?,'Price: USD 1,500,000',?,'Turbine Helicopters',1996,'AIRBUS HELICOPTERS','EC 135','Europe, Switzerland',6,HB-ZJE,9354:48:00,?,?,?,?,?,?,EU
?,'Price: USD 1,500,000',?,Turboprops,2015,'PIPER AIRCRAFT',Meridian,'North America + Canada, United States - MN',4697598,N500YV,710,?,?,?,?,?,?,'United States'
?,'Price: USD 1,500,000',?,'Turbine Helicopters',2004,'Sikorsky Aircraft',S-76C+,'North America + Canada, United States',760579,-,10143.8,?,?,?,?,?,?,'United States'
?,'Price: USD 1,550,000',?,'Turbine Helicopters',2001,Agusta,'A109E Power','Europe, United Kingdom','TBD  ','TBD  ',2090,?,?,?,?,?,?,Italy
